camada,id,codigo_origem,nome,endereco,bairro_informado,fq,categoria,subcategoria,fonte,ano_referencia,status_atualizacao,abreviacao
educacao-municipal,educacao-municipal-1,1,ANEXO JEQUITIBA,PRACA ARAUCARIA 537,JD. PINHEIRINHO,15.54.67.0005.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-2,2,CENTRO EDUCACIONAL PARA DEFICIENTES ARMANDO VIDIGAL,"R AUGUSTO DE ALMEIDA BATISTA, 354",JD. S MARCOS,80.01.06.0362.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-3,3,EM DEPUTADO JOSE SALVADOR JULIANELLI,"R GUAIBA, 614",JD. N.C. LIMPO,12.44.73.6010.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-4,4,EM DOM JOSE,"ESTR DE ITAPECERICA A CAMPO LIMPO, 3133",JD. STO EDUARDO,17.42.39.0244.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-5,5,EM DR IODOQUE ROSA,"R BOLIVIA, 200",ENG. VELHO,80.01.12.0003.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-6,6,EM ENGENHEIRO JOSE ARNALDO MELLONE,R PROF CANDIDO MOTA FILHO,JARDIM SILVIA,10.21.92.0459.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-7,7,EM ESTELA,"R CORSEGA, 119�",V. OLINDA,80.01.03.1049.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-8,8,EM GIRASSOL,"R BUTANTA, 125",JARDIM STA TEREZA NOVO,12.14.06.0327.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-9,9,EM HERMINIO ESPOSITO,"R BELGRADO, 55",V. OLINDA,12.12.45.0311.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-10,10,EM INES CARDOSO DA SILVA,"AVENIDA ROTARY, 5225",JARDIM CASA BRANCA,12.21.41.0001.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-11,11,EM IPE,"R SAO LUCAS, 50",JD. JUREMA,12.41.30.1034.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-12,12,EM IRMA MARIA ILUMINATA,"R BOROROS, 100",JD. STA CLARA,15.43.96.0376.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-13,13,EM JACARANDA,"ESTR ITAPECERICA A C. LIMPO, 665�",JD. JULIA,80.01.03.0175.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-14,14,EM JANAINA AGOSTINHO OLIVEIRA,R AUSTRALIA. 32,JD. MIMAS,02.63.75.0002.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-15,15,EM JATOBA,"AVENIDA ROTARY, 3621",JARDIM SAO LUIZ,07.43.01.0300.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-16,16,EM JEQUITIBA,"R CAJUEIRO, 44�",JD. PINHEIRINHO,15.54.67.0005.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-17,17,EM JOSE CARLOS GONCALVES,"R SAO BERNARDO, 13 LJ 2",JD. S MARCOS,11.64.15.0578.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-18,18,EM MAGALI,"AVENIDA ROTARY, 1.051",GRAMADO,11.11.67.1834.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-19,19,EM MARAJOARA,"R TABARANA, 40",JARDIM SANTA CLARA,15.44.33.1640.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-20,20,EM MARIA JOSEFINA DE ALMEIDA CARVALHO - AZTECA,"R HENFIL HENRIQUE DE SOUZA FILHO, S/N",JD. TAIMA,17.11.87.0415.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-21,21,EM PAU BRASIL,"R TATUI, 40",JD. D.JOSE,17.12.10.0550.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-22,22,EM PRIMAVERA,"R CORSEGA, 219",V. OLINDA,14.12.29.0050.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-23,23,EM PROFA ELZA MARREIRO MEDINA,"R BOLIVIA, 200",JD. DOS MORAES,11.61.50.1414.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-24,24,EM PROF AMILTON SUGA GALLEGO,"R SAO CAETANO, 192",JARDIM VALO VERDE,12.41.35.0010.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-25,25,EM PROF JOSSEI TODA,"PRACA DOS LIMOEIROS, 01�",JD. PINHEIRINHO,15.53.54.0011.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-26,26,EM PROF MAURO FERREIRA DA SILVA,"ESTR PROF CANDIDO MOTA FILHO, 1071",JARDIM RECANTO DA FONTE,05.53.90.0708.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-27,27,EM PROF PAULO FREIRE,"ESTR ITAPECERICA A C. LIMPO, 1856",JD. STA EMILIA,17.12.87.0020.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-28,28,EM PROFa ANTONIA AUGUSTA DELPHINA DE MORAES,"R ANA MARIA, 150",JD. STO EDUARDO,17.23.02.0423.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-29,29,EM PROFa ASTROGILDA DE ABREU SEVILHA,"R SAO RAFAEL, 59",PARQUE JANE,06.23.85.0125.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-30,30,EM PROFa JEANETE BEUCHAMP,R DAS OLIVEIRAS,JD. STO EDUARDO,80.01.06.1460.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-31,31,EM PROFa VALDELICE APARECIDA MEDEIROS PRASS,PRACA MANOEL ALMEIDA DOS SANTOS,PQ. PIRAJUSSARA,80.01.03.0206.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-32,32,EM REYNALDO RAMOS SALDANHA DA GAMA,"R NARUMI NAKAYAMA, 100",JARDIM N. SRA. DE FATIMA,11.22.56.0581.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-33,33,EM ROSA CIRELLI DOS SANTOS,R DAS MARGARIDAS. 100,JD. STA BARBARA,06.42.60.0601.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-34,34,EM SANTO ANTONIO,"ESTR QUINTA DO MORRO, 1190",JD. STO ANTONIO,15.33.64.0508.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-35,35,EM SAO MARCOS,"ESTR DOS MORAES, 23",JARDIM SAO FRANCISCO,11.63.63.0129.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-36,36,EM SUELI MARIA HIPOLITO DE OLIVEIRA,"R BUTANTA, 100�",VL.REGINA,12.14.58.0111.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-37,37,EM VAZAME,"R AUGUSTO DE ALMEIDA BATISTA, 152",JD. VAZAME,12.42.42.0390.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-38,38,EM VEREADOR MIKIO UMEDA,"ESTR VELHA DE COTIA, 73",CH. BARTIRA,80.01.17.1216.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-39,39,EM VILLA LOBOS,"R PEROBA, 90",JD. BATISTA,80.01.29.0063.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-40,40,EM VISTA ALEGRE,"R NOVO HAMBURGO, 25",JD. V. ALEGRE,06.21.61.0950.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-41,41,NEI FRANCISCO MARCATTO,"ESTR DE ITAPECERICA , 19",PQ. IND. PINHEIRINHO,80.01.22.0014.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-42,42,NEI ISIS CRISTINA,"R FRANCISCA RODRIGUES ADRIANO, 415",VILA ISIS CRISTINA,11.52.49.0002.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-43,43,NEI JD DA LUZ,"R ERVAL SECO, 231",JARDIM DA LUZ I,17.13.33.0016.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-44,44,NEI JD DE LOURDES,"R AURORA GASPAR CHRISTIE, 237",JD. DE LOURDES,06.43.08.0213.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-45,45,NEI MAGALI,"AVENIDA ESCO, 751",GRAMADO,11.11.67.1834.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-46,46,NEI PRESBITERIANA,"ESTR ARLINDO M COSTA, 854",CAPUAVA,SEM FQ,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-47,47,NEI RESSACA,"ESTR DO CAPUTERA, 370",,FORA DO MUNICIPIO,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-48,48,NEI SAO MARCOS,"R AUGUSTO DE ALMEIDA BATISTA, 367",JD. S MARCOS,11.63.89.0605.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-49,49,NEI TOME,"ESTR KEIISHI MATSUMOTO , 860",M. VELHO,05.52.47.1349.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
educacao-municipal,educacao-municipal-50,50,NEI VALO VERDE,"R SAO CAETANO, 604�",JARDIM VALO VERDE,11.62.59.0847.01.000,Educação,Rede municipal,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
creches-conveniadas,creches-conveniadas-1,1,CRECHE ANDREA MARIA,"R MARQUES DE POMBAL, 26",ENG. VELHO,,Educação,Rede conveniada,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
creches-conveniadas,creches-conveniadas-2,2,CRECHE ASMOREJI,"R  JACANA, 473",JD. FABIANA,12.24.35.0245.01.000,Educação,Rede conveniada,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
creches-conveniadas,creches-conveniadas-3,3,CRECHE AVE MARIA,"AV ESCO, 751",JD. MAGALY,,Educação,Rede conveniada,Base municipal de Equipamentos Urbanos,2021,validar_atualidade,
